| Channel | Frequency (MHz) | Mode | Name          | Notes                                      |
| 107     | 54.000          | FM   | 6M High Edge  | 6m band edge (amateur licence)             |
| 108     | 144.000         | FM   | 2M Low Edge   | 2m band edge (amateur licence)             |
| 109     | 148.000         | FM   | 2M High Edge  | 2m band edge (amateur licence)             |
| 110     | 420.000         | FM   | 70CM Low Edge | 70cm band edge (amateur licence)           |
| 111     | 450.000         | FM   | 70CM High Edge| 70cm band edge (amateur licence)           |
| 112     | 1240.000        | FM   | 23CM Low Edge | 23cm band edge (amateur licence)           |
| 113     | 1300.000        | FM   | 23CM High Edge| 23cm band edge (amateur licence)           |
| 114     | 60.000          | FM   | VHF EXP 60    | Experimental (TX requires permit)          |
| 115     | 70.000          | FM   | VHF EXP 70    | Experimental (TX requires permit)          |
| 116     | 80.000          | FM   | VHF EXP 80    | Experimental (TX requires permit)          |
| 117     | 90.000          | FM   | VHF EXP 90    | Experimental (TX requires permit)          |
| 118     | 100.000         | FM   | VHF EXP 100   | Experimental (TX requires permit)          |
| 119     | 110.000         | FM   | VHF EXP 110   | Experimental (TX requires permit)          |
| 120     | 120.000         | FM   | VHF EXP 120   | Experimental (TX requires permit)          |
| 121     | 130.000         | FM   | VHF EXP 130   | Experimental (TX requires permit)          |
| 122     | 150.000         | FM   | VHF EXP 150   | Experimental (TX requires permit)          |
| 123     | 160.000         | FM   | VHF EXP 160   | Experimental (TX requires permit)          |
| 124     | 170.000         | FM   | VHF EXP 170   | Experimental (TX requires permit)          |
| 125     | 180.000         | FM   | VHF EXP 180   | Experimental (TX requires permit)          |
| 126     | 190.000         | FM   | VHF EXP 190   | Experimental (TX requires permit)          |
| 127     | 200.000         | FM   | VHF EXP 200   | Experimental (TX requires permit)          |
| 128     | 225.000         | FM   | MID EXP 225   | Experimental (TX requires permit)          |
| 129     | 250.000         | FM   | MID EXP 250   | Experimental (TX requires permit)          |
| 130     | 275.000         | FM   | MID EXP 275   | Experimental (TX requires permit)          |
| 131     | 300.000         | FM   | MID EXP 300   | Experimental (TX requires permit)          |
| 132     | 325.000         | FM   | MID EXP 325   | Experimental (TX requires permit)          |
| 133     | 350.000         | FM   | MID EXP 350   | Experimental (TX requires permit)          |
| 134     | 375.000         | FM   | MID EXP 375   | Experimental (TX requires permit)          |
| 135     | 400.000         | FM   | UHF EXP 400   | Experimental (TX requires permit)          |
| 136     | 425.000         | FM   | UHF EXP 425   | Experimental (TX requires permit)          |
| 137     | 450.000         | FM   | UHF EXP 450   | Experimental (TX requires permit)          |
| 138     | 475.000         | FM   | UHF EXP 475   | Experimental (TX requires permit)          |
| 139     | 500.000         | FM   | UHF EXP 500   | Experimental (TX requires permit)          |
| 140     | 525.000         | FM   | UHF EXP 525   | Experimental (TX requires permit)          |
| 141     | 550.000         | FM   | UHF EXP 550   | Experimental (TX requires permit)          |
| 142     | 575.000         | FM   | UHF EXP 575   | Experimental (TX requires permit)          |
| 143     | 600.000         | FM   | UHF EXP 600   | Experimental (TX requires permit)          |
| 144     | 650.000         | FM   | UHF EXP 650   | Experimental (TX requires permit)          |
| 145     | 700.000         | FM   | UHF EXP 700   | Experimental (TX requires permit)          |
| 146     | 750.000         | FM   | SHF EXP 750   | Experimental (TX requires permit)          |
| 147     | 800.000         | FM   | SHF EXP 800   | Experimental (TX requires permit)          |
| 148     | 850.000         | FM   | SHF EXP 850   | Experimental (TX requires permit)          |
| 149     | 900.000         | FM   | SHF EXP 900   | Experimental (TX requires permit)          |
| 150     | 950.000         | FM   | SHF EXP 950   | Experimental (TX requires permit)          |
| 151     | 1000.000        | FM   | SHF EXP 1000  | Experimental (TX requires permit)          |
| 152     | 1050.000        | FM   | SHF EXP 1050  | Experimental (TX requires permit)          |
| 153     | 1100.000        | FM   | SHF EXP 1100  | Experimental (TX requires permit)          |
| 154     | 1150.000        | FM   | SHF EXP 1150  | Experimental (TX requires permit)          |
| 155     | 1200.000        | FM   | SHF EXP 1200  | Experimental (TX requires permit)          |
| 156     | 1250.000        | FM   | 23CM Alt      | 23cm alternate freq (amateur licence)      |
| 157     | 147.300         | FM   | 2M Rptr VE3M  | 2m repeater out, –0.6 MHz (amateur licence)|
| 158     | 147.375         | FM   | 2M Rptr VE3N  | 2m repeater out, –0.6 MHz (amateur licence)|
| 159     | 444.700         | FM   | 70CM Rptr VE3O| 70cm repeater out, +5 MHz (amateur licence)|
| 160     | 444.800         | FM   | 70CM Rptr VE3P| 70cm repeater out, +5 MHz (amateur licence)|
| 161     | 156.475         | FM   | MARINE 69     | Marine non-commercial (RX only)            |
| 162     | 156.775         | FM   | MARINE 75     | Marine navigation (RX only)                |
| 163     | 156.825         | FM   | MARINE 76     | Marine navigation (RX only)                |
| 164     | 162.400         | FM   | WX 1          | Weatheradio Canada Ch 1 (RX only)          |
| 165     | 162.425         | FM   | WX 2          | Weatheradio Canada Ch 2 (RX only)          |
| 166     | 162.450         | FM   | WX 3          | Weatheradio Canada Ch 3 (RX only)          |
| 167     | 162.475         | FM   | WX 4          | Weatheradio Canada Ch 4 (RX only)          |
| 168     | 162.500         | FM   | WX 5          | Weatheradio Canada Ch 5 (RX only)          |
| 169     | 162.525         | FM   | WX 6          | Weatheradio Canada Ch 6 (RX only)          |
| 170     | 162.550         | FM   | WX 7          | Weatheradio Canada Ch 7 (RX only)          |
| 171     | 119.800         | AM   | YHZ TWR       | Halifax Tower (RX only)                    |
| 172     | 125.050         | AM   | YQB APP       | Quebec City Approach (RX only)             |
| 173     | 99.9            | FM   | CHIN          | CHIN Toronto (FM preset, RX only)          |
| 174     | 100.7           | FM   | CILQ          | Q107 Toronto (FM preset, RX only)          |
| 175     | 101.3           | FM   | CJMX          | CJMX Sudbury (FM preset, RX only)          |
| 176     | 51.000          | FM   | 6M Alt Call   | 6m alternate calling (amateur licence)     |
| 177     | 146.580         | FM   | 2M Simplex 2  | 2m simplex (amateur licence)               |
| 178     | 446.100         | FM   | 70CM Simplex 2| 70cm simplex (amateur licence)             |
| 179     | 1296.300        | FM   | 23CM Alt Call | 23cm alternate calling (amateur licence)   |
| 180     | 147.450         | FM   | 2M Rptr VE3Q  | 2m repeater out, –0.6 MHz (amateur licence)|
| 181     | 147.525         | FM   | 2M Rptr VE3R  | 2m repeater out, –0.6 MHz (amateur licence)|
| 182     | 444.900         | FM   | 70CM Rptr VE3S| 70cm repeater out, +5 MHz (amateur licence)|
| 183     | 445.000         | FM   | 70CM Rptr VE3T| 70cm repeater out, +5 MHz (amateur licence)|
| 184     | 119.450         | AM   | YQM TWR       | Moncton Tower (RX only)                    |
| 185     | 102.1           | FM   | CFNY          | Edge 102 Toronto (FM preset, RX only)      |
| 186     | 145.850         | FM   | 2M Simplex 4  | 2m simplex (amateur licence)               |
| 187     | 433.525         | FM   | 70CM Simplex 4| 70cm simplex (amateur licence)             |
| 188     | 145.525         | FM   | 2M Simplex 5  | 2m simplex (amateur licence)               |
| 189     | 433.550         | FM   | 70CM Simplex 5| 70cm simplex (amateur licence)             |
| 190     | 145.875         | FM   | 2M Simplex 6  | 2m simplex (amateur licence)               |
| 191     | 433.575         | FM   | 70CM Simplex 6| 70cm simplex (amateur licence)             |
| 192     | 145.900         | FM   | 2M Simplex 7  | 2m simplex (amateur licence)               |
| 193     | 433.600         | FM   | 70CM Simplex 7| 70cm simplex (amateur licence)             |
| 194     | 145.925         | FM   | 2M Simplex 8  | 2m simplex (amateur licence)               |
| 195     | 433.625         | FM   | 70CM Simplex 8| 70cm simplex (amateur licence)             |
| 196     | 145.950         | FM   | 2M Simplex 9  | 2m simplex (amateur licence)               |
| 197     | 433.650         | FM   | 70CM Simplex 9| 70cm simplex (amateur licence)             |
| 198     | 145.975         | FM   | 2M Simplex 10 | 2m simplex (amateur licence)               |
| 199     | 433.675         | FM   | 70CM Simplex 10| 70cm simplex (amateur licence)             |


Notes for Canada
Licence-Free Bands:
FRS: Channels 0–13 (462.5625–467.7125 MHz, 2W max for 1–7, 0.5W max for 8–14). Regulated under ISED’s RSS-210, no licence required for FRS power levels, harmonized with US standards.
GMRS: Channels 14–21 (462.5500–462.7250 MHz, 5W max handheld). Requires a basic ISED permit (no exam, $70 CAD fee), similar to US GMRS but with Canadian-specific rules (e.g., Ch 20 often used for emergencies).
Amateur Radio: Requires a licence from RAC or ISED (callsign prefix VE):
6m: 41–42, 65–66, 71, 106–107, 176 (50–54 MHz, up to 100W Basic, 250W Advanced).
2m: 22–25, 45, 48–49, 68, 72, 87–88, 108–109, 157–158, 177–178, 180–181, 184, 186–198 (144–148 MHz, up to 100W Basic, 250W Advanced).
70cm: 26–29, 46, 50–51, 69, 73, 89–90, 110–111, 159–160, 178–179, 182–183, 185, 187–199 (420–450 MHz, up to 100W Basic, 250W Advanced).
23cm: 43–44, 70, 112–113, 156, 179 (1240–1300 MHz, up to 100W Basic, 250W Advanced).
Marine VHF: Channels 30–34, 52–59, etc., are standard international maritime frequencies (RX-only unless licensed, typically for maritime operators).
Airband: Channels 35–37, 60–61, etc., are international aviation frequencies (RX-only).
Weatheradio Canada: Channels 164–170 (162.400–162.550 MHz) are Weatheradio Canada frequencies, operated by Environment Canada (RX-only).
FM Presets: Channels 38–40, 62–64, etc., reflect popular Canadian stations (e.g., CBC, CHUM), mostly Toronto-based with some regional (RX-only).
Experimental: Channels 114–155 (50–1300 MHz) require ISED permits for TX, per Radiocommunication Regulations.
Technical Considerations: Stock TX bands (136–174 MHz, 400–470 MHz) are optimal; unlocked bands (50–136 MHz, 470–1300 MHz) require permits for TX due to ISED rules.
