| Channel | Frequency (MHz) | Mode | Name          | Notes                                      |
| 142     | 275.000         | FM   | MID EXP 275   | Mid-range experimental (RX only, TX illegal) |
| 143     | 300.000         | FM   | MID EXP 300   | Mid-range experimental (RX only, TX illegal) |
| 144     | 325.000         | FM   | MID EXP 325   | Mid-range experimental (RX only, TX illegal) |
| 145     | 350.000         | FM   | MID EXP 350   | Mid-range experimental (RX only, TX illegal) |
| 146     | 375.000         | FM   | MID EXP 375   | Mid-range experimental (RX only, TX illegal) |
| 147     | 400.000         | FM   | UHF EXP 400   | UHF experimental (TX risky/illegal)        |
| 148     | 425.000         | FM   | UHF EXP 425   | UHF experimental (TX risky/illegal)        |
| 149     | 450.000         | FM   | UHF EXP 450   | UHF experimental (TX risky/illegal)        |
| 150     | 475.000         | FM   | UHF EXP 475   | UHF experimental (TX risky/illegal)        |
| 151     | 500.000         | FM   | UHF EXP 500   | UHF experimental (TX risky/illegal)        |
| 152     | 525.000         | FM   | UHF EXP 525   | UHF experimental (TX risky/illegal)        |
| 153     | 550.000         | FM   | UHF EXP 550   | UHF experimental (TX risky/illegal)        |
| 154     | 575.000         | FM   | UHF EXP 575   | UHF experimental (TX risky/illegal)        |
| 155     | 600.000         | FM   | UHF EXP 600   | UHF experimental (TX risky/illegal)        |
| 156     | 650.000         | FM   | UHF EXP 650   | UHF experimental (TX poor/illegal)         |
| 157     | 700.000         | FM   | UHF EXP 700   | UHF experimental (TX poor/illegal)         |
| 158     | 750.000         | FM   | SHF EXP 750   | SHF experimental (TX poor/illegal)         |
| 159     | 800.000         | FM   | SHF EXP 800   | SHF experimental (TX poor/illegal)         |
| 160     | 850.000         | FM   | SHF EXP 850   | SHF experimental (TX poor/illegal)         |
| 161     | 900.000         | FM   | SHF EXP 900   | SHF experimental (TX poor/illegal)         |
| 162     | 950.000         | FM   | SHF EXP 950   | SHF experimental (TX poor/illegal)         |
| 163     | 1000.000        | FM   | SHF EXP 1000  | SHF experimental (TX poor/illegal)         |
| 164     | 1050.000        | FM   | SHF EXP 1050  | SHF experimental (TX poor/illegal)         |
| 165     | 1100.000        | FM   | SHF EXP 1100  | SHF experimental (TX poor/illegal)         |
| 166     | 1150.000        | FM   | SHF EXP 1150  | SHF experimental (TX poor/illegal)         |
| 167     | 1200.000        | FM   | SHF EXP 1200  | SHF experimental (TX poor/illegal)         |
| 168     | 1250.000        | FM   | 23CM Alt      | 23cm alternate freq (amateur licence)      |
| 169     | 145.750         | FM   | 2M Rptr 7     | 2m repeater out, –0.6 MHz (amateur licence)|
| 170     | 145.800         | FM   | 2M Rptr 8     | 2m repeater out, –0.6 MHz (amateur licence)|
| 171     | 434.775         | FM   | 70CM Rptr 7   | 70cm repeater out, –1.6 MHz (amateur licence) |
| 172     | 434.800         | FM   | 70CM Rptr 8   | 70cm repeater out, –1.6 MHz (amateur licence) |
| 173     | 156.225         | FM   | MARINE 64     | Marine ship-to-ship (RX only)              |
| 174     | 156.275         | FM   | MARINE 65     | Marine port ops (RX only)                  |
| 175     | 156.325         | FM   | MARINE 66     | Marine port ops (RX only)                  |
| 176     | 156.775         | FM   | MARINE 75     | Marine navigation (RX only)                |
| 177     | 156.825         | FM   | MARINE 76     | Marine navigation (RX only)                |
| 178     | 121.650         | AM   | KZN TWR       | Kazan Tower example (RX only)              |
| 179     | 129.400         | AM   | SVX APP       | Sochi Approach example (RX only)           |
| 180     | 89.4            | FM   | Radio Kultura | Radio Kultura Moscow (FM preset, RX only)  |
| 181     | 94.0            | FM   | Radio Record  | Radio Record Moscow (FM preset, RX only)   |
| 182     | 100.1           | FM   | Love Radio    | Love Radio Moscow (FM preset, RX only)     |
| 183     | 106.2           | FM   | Radio Energy  | Radio Energy Moscow (FM preset, RX only)   |
| 184     | 433.725         | FM   | LPD 27        | LPD Ch 27, licence-free (10mW max)         |
| 185     | 433.750         | FM   | LPD 28        | LPD Ch 28, licence-free (10mW max)         |
| 186     | 433.775         | FM   | LPD 29        | LPD Ch 29, licence-free (10mW max)         |
| 187     | 433.800         | FM   | LPD 30        | LPD Ch 30, licence-free (10mW max)         |
| 188     | 145.525         | FM   | 2M Simplex 2  | 2m simplex (amateur licence)               |
| 189     | 433.450         | FM   | 70CM Simplex 2| 70cm simplex (amateur licence)             |
| 190     | 1296.300        | FM   | 23CM Alt Call | 23cm alternate calling (amateur licence)   |
| 191     | 145.600         | FM   | 2M Rptr 9     | 2m repeater out, –0.6 MHz (amateur licence)|
| 192     | 145.850         | FM   | 2M Rptr 10    | 2m repeater out, –0.6 MHz (amateur licence)|
| 193     | 434.825         | FM   | 70CM Rptr 9   | 70cm repeater out, –1.6 MHz (amateur licence) |
| 194     | 434.850         | FM   | 70CM Rptr 10  | 70cm repeater out, –1.6 MHz (amateur licence) |
| 195     | 156.750         | FM   | MARINE 15     | Marine inter-ship (RX only)                |
| 196     | 118.700         | AM   | UFA TWR       | Ufa Tower example (RX only)                |
| 197     | 124.600         | AM   | OMS APP       | Omsk Approach example (RX only)            |
| 198     | 96.2            | FM   | Radio Mayak   | Radio Mayak Moscow (FM preset, RX only)    |
| 199     | 107.0           | FM   | Vesti FM      | Vesti FM Moscow (FM preset, RX only)       |


Notes
Legal Status in Russia (GKRCh and Roskomnadzor Regulations)
Licence-Free:
LPD: Channels 0–15, 67–70, 88–89, 114–117, 184–187 (433.075–433.800 MHz, 10mW max, 25 kHz steps). Used for personal short-range communication.
PMR446: Channels 16–23 (446.00625–446.09375 MHz, 0.5W max). Officially harmonized with EU standards, but usage is less common in Russia; licence-free within limits.
Amateur Radio: Requires a Russian amateur radio licence (Category 1–4, issued by Roskomnadzor):
6m: 43–44, 71–72, 84, 118–119 (50–52 MHz, up to 100W depending on category).
2m: 24–27, 47, 50–51, 73, 85, 97–98, 120–121, 169–170, 188, 191–192 (144–146 MHz, up to 100W).
70cm: 28–31, 48, 52–53, 74, 86, 99–100, 122–123, 171–172, 189, 193–194 (430–440 MHz, up to 100W).
23cm: 45–46, 87, 124–125, 168, 190 (1240–1300 MHz, up to 100W).
Restricted Bands: RX-only unless specifically licensed (e.g., marine or aviation permits):
Marine VHF: 32–36, 54–61, 75–78, 90–92, 101–108, 173–177, 195 (156–162 MHz, RX only unless licensed for maritime use).
Airband: 37–39, 62–63, 79–80, 93–94, 109–110, 178–179, 196–197 (118–136 MHz, RX only unless licensed for aviation).
Experimental: 126–168 (50–1300 MHz outside allocated bands, TX illegal without special permission).
FM Radio: RX-only presets (40–42, 64–66, 81–83, 95–96, 111–113, 180–183, 198–199): 87–108 MHz, varies by region.
Technical Considerations
Stock TX Bands: 136–174 MHz (VHF), 400–470 MHz (UHF) offer ~5W and proper filtering.
Unlocked TX Bands: Enabled via hidden menu (PTT + Side Button 1, set F Lock to “Custom” or “All”):
50–136 MHz (6m, airband): ~2–4W, possible spurious emissions.
174–400 MHz: Poor sensitivity, TX risky.
470–1300 MHz (upper UHF, SHF): <1W, hardware-limited (BK4819 chip lacks filtering).
Programming: Use CHIRP with egzumer driver (Radio > Download/Upload) or manual entry (VFO mode, F + M). FM presets saved in FM mode (F + M).
